environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV10 | u_mmHg (dimensionless),PV10 | v_mm3_s (mm3_per_s),PV11 | u_mmHg (dimensionless),PV11 | v_mm3_s (mm3_per_s),PV12 | u_mmHg (dimensionless),PV12 | v_mm3_s (mm3_per_s),PV13 | u_mmHg (dimensionless),PV13 | v_mm3_s (mm3_per_s),PV14 | u_mmHg (dimensionless),PV14 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),PV7 | u_mmHg (dimensionless),PV7 | v_mm3_s (mm3_per_s),PV8 | u_mmHg (dimensionless),PV8 | v_mm3_s (mm3_per_s),PV9 | u_mmHg (dimensionless),PV9 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V10 | u_mmHg (dimensionless),V10 | v_mm3_s (mm3_per_s),V11 | u_mmHg (dimensionless),V11 | v_mm3_s (mm3_per_s),V12 | u_mmHg (dimensionless),V12 | v_mm3_s (mm3_per_s),V13 | u_mmHg (dimensionless),V13 | v_mm3_s (mm3_per_s),V14 | u_mmHg (dimensionless),V14 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),V7 | u_mmHg (dimensionless),V7 | v_mm3_s (mm3_per_s),V8 | u_mmHg (dimensionless),V8 | v_mm3_s (mm3_per_s),V9 | u_mmHg (dimensionless),V9 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s),VV_junc4 | H_VV_out_alpha (dimensionless),VV_junc4 | H_VV_out_beta (dimensionless),VV_junc4 | u_mmHg (dimensionless),VV_junc4 | v_mm3_s (mm3_per_s),VV_junc5 | H_VV_out_alpha (dimensionless),VV_junc5 | H_VV_out_beta (dimensionless),VV_junc5 | u_mmHg (dimensionless),VV_junc5 | v_mm3_s (mm3_per_s),VV_junc6 | H_VV_out_alpha (dimensionless),VV_junc6 | H_VV_out_beta (dimensionless),VV_junc6 | u_mmHg (dimensionless),VV_junc6 | v_mm3_s (mm3_per_s),VV_junc7 | H_VV_out_alpha (dimensionless),VV_junc7 | H_VV_out_beta (dimensionless),VV_junc7 | u_mmHg (dimensionless),VV_junc7 | v_mm3_s (mm3_per_s)
378,49.8768631608983,1.36071536484296e-05,49.6485855730725,6.80357682574581e-06,49.3113107370053,1.70089420575935e-06,49.3113107370184,1.70089420606613e-06,49.3113107370184,1.70089420607411e-06,49.3113107370175,1.70089420606864e-06,49.3113107370175,1.700894206067e-06,49.648585573073,6.80357682496932e-06,49.4376720610183,3.40178841250387e-06,49.4376720610181,3.40178841277778e-06,49.437672061039,3.40178841225997e-06,49.437672061039,3.40178841230495e-06,49.3113107370061,1.700894206193e-06,49.3113107370062,1.70089420615244e-06,49.3113107370054,1.70089420559457e-06,49.6455071520114,6.80357682454503e-06,49.3094973300791,1.70089420611457e-06,49.3094973300919,1.70089420597306e-06,49.3094973300919,1.70089420597378e-06,49.309497330091,1.70089420597812e-06,49.3094973300909,1.70089420597155e-06,49.6455071520123,6.80357682387418e-06,49.4353547615987,3.40178841215368e-06,49.4353547615984,3.40178841239396e-06,49.4353547616194,3.40178841192457e-06,49.4353547616194,3.4017884119445e-06,49.3094973300799,1.70089420609636e-06,49.30949733008,1.70089420606453e-06,49.3094973300792,1.70089420606202e-06,0.450000011875013,0.450000011853741,49.7537263217966,1.3607153648546e-05,0.450000001476272,0.450000001459794,49.4910205242713,6.80357682452086e-06,0.450000001498424,0.450000001495718,49.4910205242864,6.80357682377689e-06,0.449999999727347,0.449999999721935,49.3386397258483,3.40178841217676e-06,0.449999999801904,0.449999999779921,49.3386397258397,3.40178841120996e-06,0.449999999799507,0.449999999798443,49.3386397258595,3.40178841199031e-06,0.449999999796563,0.449999999796345,49.3386397258582,3.40178841194302e-06
379,49.8768631591157,1.36071535785367e-05,49.6485855702522,6.80357678672036e-06,49.3113107365723,1.70089419800476e-06,49.3113107365783,1.70089419709314e-06,49.3113107365783,1.70089419708091e-06,49.3113107365781,1.70089419709989e-06,49.3113107365782,1.70089419706968e-06,49.6485855702523,6.80357678650964e-06,49.437672059922,3.40178839432023e-06,49.4376720599222,3.40178839394415e-06,49.4376720599305,3.40178839396089e-06,49.4376720599305,3.40178839391198e-06,49.3113107365708,1.700894197277e-06,49.3113107365708,1.700894197254e-06,49.311310736572,1.70089419818622e-06,49.6455071494042,6.80357678949007e-06,49.3094973296707,1.70089419755123e-06,49.3094973296766,1.70089419724353e-06,49.3094973296766,1.70089419724215e-06,49.3094973296764,1.70089419725922e-06,49.3094973296765,1.70089419725554e-06,49.6455071494045,6.80357678905635e-06,49.4353547605493,3.40178839486766e-06,49.4353547605498,3.40178839461045e-06,49.4353547605582,3.40178839451582e-06,49.4353547605583,3.40178839453698e-06,49.309497329669,1.70089419744234e-06,49.3094973296691,1.70089419741919e-06,49.3094973296705,1.70089419749126e-06,0.449999984972484,0.449999984966711,49.7537263182314,1.36071535781193e-05,0.449999993004646,0.44999999298202,49.4910205228641,6.80357678952714e-06,0.449999992955787,0.449999992952844,49.4910205228692,6.80357678913333e-06,0.449999994656751,0.449999994653684,49.338639725258,3.40178839486725e-06,0.449999994527092,0.449999994502885,49.3386397252744,3.40178839677992e-06,0.449999994667612,0.449999994665979,49.338639725263,3.40178839452437e-06,0.44999999467211,0.44999999466808,49.3386397252626,3.40178839449163e-06
380,49.8768631634221,1.36071537277864e-05,49.6485855773363,6.80357686890602e-06,49.3113107373099,1.7008942165158e-06,49.3113107373298,1.70089421623618e-06,49.3113107373298,1.70089421624952e-06,49.3113107373291,1.70089421614449e-06,49.3113107373291,1.70089421618624e-06,49.6485855773369,6.80357686803067e-06,49.4376720622789,3.40178843302242e-06,49.4376720622787,3.40178843335826e-06,49.4376720622962,3.40178843308437e-06,49.4376720622961,3.40178843324917e-06,49.3113107373181,1.70089421633632e-06,49.3113107373182,1.70089421632116e-06,49.3113107373106,1.70089421601007e-06,49.6455071560904,6.80357686406464e-06,49.309497330358,1.70089421577912e-06,49.3094973303777,1.70089421592091e-06,49.3094973303777,1.70089421592115e-06,49.309497330377,1.70089421591749e-06,49.3094973303769,1.70089421591241e-06,49.6455071560914,6.80357686365133e-06,49.4353547627884,3.40178843196838e-06,49.4353547627882,3.4017884320945e-06,49.4353547628055,3.40178843182975e-06,49.4353547628053,3.40178843185867e-06,49.3094973303663,1.7008942159955e-06,49.3094973303664,1.70089421598316e-06,49.3094973303588,1.70089421579253e-06,0.450000035336746,0.450000035312765,49.7537263268442,1.36071537279613e-05,0.450000012068989,0.450000012048784,49.4910205258987,6.80357686382194e-06,0.450000012126769,0.450000012116854,49.4910205259155,6.80357686370917e-06,0.450000004962675,0.450000004960653,49.3386397263352,3.40178843200374e-06,0.450000005260997,0.45000000519353,49.3386397263259,3.40178843179092e-06,0.450000005036623,0.450000005034843,49.3386397263453,3.40178843175545e-06,0.450000005049103,0.450000005043534,49.3386397263437,3.40178843164085e-06
381,49.8768631626147,1.36071536963773e-05,49.6485855762613,6.80357684818136e-06,49.3113107371716,1.7008942120394e-06,49.3113107371833,1.70089421203903e-06,49.3113107371834,1.70089421204703e-06,49.311310737183,1.70089421200057e-06,49.3113107371829,1.70089421203265e-06,49.6485855762613,6.80357684802911e-06,49.4376720621554,3.40178842412151e-06,49.4376720621553,3.40178842411527e-06,49.437672062169,3.40178842403059e-06,49.4376720621691,3.40178842402916e-06,49.3113107371668,1.70089421221585e-06,49.3113107371673,1.70089421203305e-06,49.3113107371717,1.70089421204883e-06,49.645507155314,6.80357684828334e-06,49.3094973302347,1.70089421204728e-06,49.3094973302462,1.70089421200954e-06,49.3094973302463,1.70089421201762e-06,49.309497330246,1.70089421202679e-06,49.3094973302458,1.70089421201415e-06,49.6455071553141,6.80357684812243e-06,49.4353547627014,3.40178842414116e-06,49.4353547627011,3.40178842413577e-06,49.4353547627148,3.40178842404769e-06,49.4353547627149,3.40178842405398e-06,49.3094973302303,1.70089421198843e-06,49.3094973302311,1.70089421198741e-06,49.3094973302347,1.70089421205459e-06,0.449999994905388,0.449999994901217,49.7537263252293,1.36071536963964e-05,0.450000002180463,0.450000002180088,49.4910205256203,6.80357684826686e-06,0.450000002204231,0.450000002204145,49.4910205256326,6.80357684806495e-06,0.449999999024997,0.44999999900061,49.3386397261127,3.40178842462865e-06,0.449999999152269,0.449999999151011,49.3386397261138,3.4017884241066e-06,0.449999999217195,0.449999999216127,49.3386397261261,3.40178842415571e-06,0.449999999193385,0.449999999189105,49.3386397261247,3.40178842403566e-06
382,49.8768631625663,1.36071537003007e-05,49.6485855761104,6.80357685084674e-06,49.3113107371952,1.70089421248012e-06,49.311310737206,1.70089421244856e-06,49.311310737206,1.70089421252855e-06,49.3113107372061,1.70089421247591e-06,49.311310737206,1.70089421247237e-06,49.6485855761106,6.80357685032662e-06,49.4376720623316,3.40178842549627e-06,49.4376720623319,3.40178842489893e-06,49.4376720623492,3.40178842498806e-06,49.4376720623492,3.40178842504058e-06,49.311310737186,1.70089421216226e-06,49.311310737187,1.70089421189309e-06,49.3113107371951,1.70089421247936e-06,49.6455071551399,6.80357685027359e-06,49.3094973302552,1.7008942124503e-06,49.3094973302658,1.70089421240085e-06,49.3094973302658,1.70089421241391e-06,49.309497330266,1.70089421245621e-06,49.3094973302659,1.70089421243312e-06,49.6455071551402,6.80357684988545e-06,49.4353547628818,3.40178842541759e-06,49.4353547628824,3.40178842484565e-06,49.4353547628997,3.40178842491357e-06,49.4353547628998,3.40178842493804e-06,49.3094973302456,1.70089421211878e-06,49.3094973302472,1.70089421224255e-06,49.3094973302551,1.70089421244363e-06,0.449999999881374,0.449999999867124,49.7537263251326,1.36071537004409e-05,0.450000002131131,0.450000002095192,49.4910205258074,6.8035768502632e-06,0.45000000209778,0.45000000209462,49.4910205258218,6.8035768498803e-06,0.450000000582435,0.450000000546527,49.3386397261318,3.4017884241066e-06,0.450000000473162,0.450000000473061,49.3386397261465,3.40178842490423e-06,0.450000000495984,0.450000000485312,49.3386397261581,3.40178842498244e-06,0.45000000049015,0.450000000489677,49.3386397261574,3.40178842489604e-06
383,49.8768631616512,1.36071536709703e-05,49.6485855745616,6.80357683497539e-06,49.3113107370547,1.70089420893654e-06,49.3113107370634,1.70089420888328e-06,49.3113107370634,1.70089420882031e-06,49.3113107370618,1.70089420895248e-06,49.3113107370618,1.70089420891494e-06,49.6485855745616,6.80357683500692e-06,49.4376720619509,3.40178841733195e-06,49.4376720619508,3.40178841789344e-06,49.4376720619524,3.40178841759157e-06,49.4376720619525,3.40178841759611e-06,49.31131073707,1.70089420988027e-06,49.3113107370701,1.70089421044312e-06,49.3113107370547,1.70089420893009e-06,49.6455071536514,6.80357683558667e-06,49.3094973301222,1.70089420898007e-06,49.309497330131,1.70089420894882e-06,49.3094973301309,1.70089420895109e-06,49.3094973301294,1.70089420893124e-06,49.3094973301294,1.70089420890916e-06,49.6455071536515,6.80357683553208e-06,49.4353547625275,3.40178841752556e-06,49.4353547625271,3.40178841807025e-06,49.4353547625291,3.40178841777408e-06,49.4353547625292,3.40178841779617e-06,49.3094973301366,1.70089420925875e-06,49.3094973301371,1.70089420943117e-06,49.3094973301221,1.70089420896592e-06,0.449999992599958,0.449999992599094,49.7537263233023,1.3607153671097e-05,0.449999998486292,0.449999998452512,49.4910205252899,6.80357683557759e-06,0.449999998427869,0.449999998427596,49.4910205252909,6.80357683553029e-06,0.449999999278303,0.449999999203217,49.3386397259766,3.40178841974284e-06,0.449999999115981,0.449999999115121,49.3386397259461,3.40178841793931e-06,0.449999999095607,0.449999999087207,49.3386397259537,3.40178841781926e-06,0.449999999100115,0.449999999095108,49.3386397259532,3.40178841793659e-06
384,49.8768631626501,1.36071537094795e-05,49.6485855761472,6.80357685597703e-06,49.3113107372601,1.70089421363543e-06,49.3113107372676,1.70089421380307e-06,49.3113107372675,1.70089421395201e-06,49.3113107372683,1.70089421363364e-06,49.3113107372683,1.70089421366429e-06,49.6485855761474,6.80357685571051e-06,49.4376720625254,3.40178842780885e-06,49.4376720625256,3.40178842734875e-06,49.4376720625415,3.40178842732995e-06,49.4376720625414,3.40178842751764e-06,49.3113107372396,1.70089421366494e-06,49.31131073724,1.70089421320539e-06,49.3113107372601,1.70089421361386e-06,49.6455071551126,6.80357685459004e-06,49.3094973303137,1.70089421355552e-06,49.3094973303209,1.70089421345665e-06,49.3094973303208,1.70089421346985e-06,49.3094973303218,1.70089421354805e-06,49.3094973303218,1.70089421353012e-06,49.6455071551128,6.80357685428175e-06,49.4353547630749,3.40178842749237e-06,49.4353547630752,3.40178842706442e-06,49.435354763091,3.40178842713097e-06,49.4353547630908,3.40178842722262e-06,49.3094973302945,1.70089421296928e-06,49.3094973302947,1.7008942130983e-06,49.3094973303137,1.70089421354181e-06,0.45000000838924,0.450000008381938,49.7537263253001,1.36071537092357e-05,0.450000003362908,0.450000003335227,49.4910205260343,6.80357685454601e-06,0.450000003410809,0.450000003399516,49.4910205260485,6.80357685428498e-06,0.450000001754168,0.45000000169286,49.3386397262097,3.40178842663499e-06,0.450000002068106,0.450000002065228,49.3386397262342,3.40178842708428e-06,0.450000002145729,0.45000000212586,49.3386397262463,3.40178842761179e-06,0.450000002119634,0.450000002115545,49.3386397262427,3.4017884270952e-06
385,49.8768631601957,1.36071536219163e-05,49.648585572126,6.80357680833576e-06,49.3113107368145,1.70089420288163e-06,49.3113107368215,1.70089420316216e-06,49.3113107368217,1.70089420288318e-06,49.3113107368186,1.70089420290876e-06,49.3113107368187,1.70089420281035e-06,49.6485855721256,6.80357680903091e-06,49.4376720611988,3.40178840425481e-06,49.437672061198,3.40178840565696e-06,49.4376720611883,3.4017884049614e-06,49.4376720611882,3.40178840490864e-06,49.3113107368511,1.70089420406054e-06,49.3113107368499,1.70089420534167e-06,49.3113107368145,1.70089420288075e-06,49.6455071513179,6.8035768110996e-06,49.309497329896,1.70089420302879e-06,49.3094973299038,1.70089420311003e-06,49.3094973299037,1.70089420309623e-06,49.3094973299003,1.70089420297495e-06,49.3094973299005,1.70089420296539e-06,49.6455071513173,6.80357681113093e-06,49.4353547618149,3.40178840490634e-06,49.4353547618133,3.4017884062448e-06,49.4353547618043,3.40178840567594e-06,49.4353547618042,3.40178840577601e-06,49.3094973299314,1.70089420401325e-06,49.3094973299303,1.70089420410791e-06,49.3094973298961,1.70089420301879e-06,0.449999979741102,0.449999979722058,49.7537263203912,1.3607153621545e-05,0.449999992808996,0.449999992724638,49.4910205243143,6.80357681113037e-06,0.449999992686651,0.449999992683477,49.4910205243036,6.80357681112673e-06,0.449999996812619,0.44999999664171,49.3386397256679,3.40178840969747e-06,0.449999996363464,0.449999996363347,49.3386397256025,3.40178840604949e-06,0.449999996254451,0.449999996217234,49.3386397256091,3.40178840606313e-06,0.449999996303559,0.44999999629043,49.338639725606,3.40178840599492e-06
386,49.8768631644713,1.36071537772191e-05,49.64858557906,6.80357689321469e-06,49.3113107376157,1.70089422185234e-06,49.3113107376191,1.70089422286662e-06,49.3113107376188,1.70089422339366e-06,49.3113107376245,1.70089422198722e-06,49.3113107376244,1.70089422211917e-06,49.6485855790604,6.80357689253668e-06,49.4376720634671,3.40178844669286e-06,49.4376720634687,3.40178844360472e-06,49.4376720635207,3.40178844403787e-06,49.4376720635202,3.40178844461077e-06,49.3113107375408,1.70089421884368e-06,49.3113107375424,1.70089421657415e-06,49.3113107376157,1.70089422183448e-06,49.6455071578117,6.8035768880136e-06,49.3094973306461,1.70089422158752e-06,49.3094973306485,1.70089422134733e-06,49.3094973306484,1.70089422138146e-06,49.3094973306545,1.70089422161974e-06,49.3094973306544,1.70089422160961e-06,49.6455071578121,6.80357688646172e-06,49.4353547639649,3.40178844544199e-06,49.435354763968,3.40178844248706e-06,49.4353547640187,3.40178844343239e-06,49.435354764018,3.40178844370263e-06,49.3094973305744,1.70089421960807e-06,49.3094973305752,1.70089421963887e-06,49.3094973306462,1.70089422158083e-06,0.450000035431956,0.450000035413381,49.7537263289427,1.36071537776143e-05,0.450000012402858,0.450000012217067,49.4910205272804,6.80357688807453e-06,0.45000001251784,0.450000012483372,49.4910205273214,6.80357688646836e-06,0.450000006474844,0.450000006172077,49.3386397265989,3.40178843570811e-06,0.450000007049505,0.450000007047122,49.3386397267335,3.4017884430923e-06,0.450000007267109,0.4500000071968,49.3386397267562,3.40178844534421e-06,0.450000007188115,0.450000007170513,49.3386397267449,3.40178844336697e-06
387,49.8768631637717,1.36071537495636e-05,49.6485855781958,6.80357687451328e-06,49.3113107375687,1.70089421885187e-06,49.3113107375788,1.70089421870373e-06,49.3113107375788,1.70089421875739e-06,49.3113107375746,1.70089421877501e-06,49.3113107375747,1.70089421875765e-06,49.6485855781956,6.80357687466033e-06,49.4376720634876,3.40178843700701e-06,49.4376720634866,3.40178843764621e-06,49.4376720634856,3.40178843745776e-06,49.4376720634856,3.4017884375152e-06,49.3113107375577,1.70089421853862e-06,49.3113107375574,1.70089421846744e-06,49.3113107375688,1.70089421881287e-06,49.6455071572676,6.80357687470632e-06,49.3094973306134,1.70089421881632e-06,49.3094973306228,1.70089421869612e-06,49.3094973306229,1.70089421875307e-06,49.3094973306189,1.70089421875662e-06,49.309497330619,1.70089421875128e-06,49.6455071572673,6.80357687493687e-06,49.4353547640213,3.4017884370275e-06,49.4353547640193,3.4017884376716e-06,49.4353547640184,3.40178843745533e-06,49.4353547640184,3.40178843751307e-06,49.3094973306024,1.70089421855066e-06,49.3094973306017,1.70089421847806e-06,49.3094973306134,1.70089421880202e-06,0.449999990917193,0.449999990913165,49.7537263275435,1.360715374956e-05,0.450000002197905,0.450000002159449,49.491020527163,6.80357687469677e-06,0.450000002217599,0.450000002214143,49.4910205271641,6.8035768749769e-06,0.450000000590035,0.45000000058054,49.3386397266152,3.4017884370287e-06,0.450000000463416,0.450000000458213,49.3386397266334,3.40178843797457e-06,0.450000000628441,0.450000000621282,49.3386397266401,3.40178843744979e-06,0.450000000641581,0.450000000639265,49.3386397266359,3.40178843747253e-06
388,49.8768631635229,1.36071537502798e-05,49.6485855776561,6.80357687634179e-06,49.3113107376018,1.7008942188077e-06,49.3113107376098,1.70089421878264e-06,49.3113107376098,1.70089421884665e-06,49.3113107376065,1.70089421879424e-06,49.3113107376066,1.70089421882986e-06,49.6485855776558,6.80357687651163e-06,49.4376720635443,3.40178843739853e-06,49.4376720635431,3.40178843809524e-06,49.4376720635432,3.40178843772619e-06,49.4376720635432,3.40178843780388e-06,49.3113107375943,1.70089421872265e-06,49.3113107375941,1.70089421862407e-06,49.3113107376014,1.70089421891665e-06,49.6455071566925,6.80357687505411e-06,49.3094973306455,1.70089421884254e-06,49.3094973306536,1.70089421873149e-06,49.3094973306535,1.70089421877938e-06,49.3094973306503,1.70089421879909e-06,49.3094973306504,1.70089421880347e-06,49.645507156692,6.80357687505611e-06,49.4353547640871,3.40178843718264e-06,49.4353547640849,3.40178843786839e-06,49.4353547640855,3.40178843752045e-06,49.4353547640855,3.40178843757159e-06,49.309497330638,1.70089421863711e-06,49.3094973306377,1.70089421854793e-06,49.3094973306448,1.70089421875e-06,0.449999998412879,0.449999998408226,49.7537263270458,1.3607153750253e-05,0.450000001893361,0.450000001851445,49.4910205272136,6.80357687505693e-06,0.450000001855739,0.450000001851065,49.4910205272136,6.80357687512515e-06,0.450000001973012,0.450000001959861,49.3386397266541,3.40178843718422e-06,0.450000002018404,0.45000000200387,49.3386397266627,3.40178843732792e-06,0.450000001864873,0.450000001856333,49.3386397266718,3.40178843748345e-06,0.450000001867477,0.450000001862726,49.3386397266684,3.40178843748254e-06
389,49.8768631620295,1.36071537028457e-05,49.6485855751131,6.80357684987475e-06,49.3113107373707,1.70089421310989e-06,49.3113107373727,1.70089421269151e-06,49.3113107373726,1.70089421270668e-06,49.3113107373689,1.70089421275035e-06,49.3113107373689,1.70089421273871e-06,49.648585575113,6.80357684983387e-06,49.4376720627559,3.40178842495899e-06,49.4376720627551,3.40178842531048e-06,49.4376720627502,3.40178842517059e-06,49.4376720627502,3.40178842520603e-06,49.3113107373631,1.7008942126756e-06,49.3113107373632,1.70089421259579e-06,49.311310737371,1.70089421288472e-06,49.645507154236,6.80357685143908e-06,49.3094973304291,1.70089421304539e-06,49.3094973304314,1.7008942128533e-06,49.3094973304312,1.70089421288729e-06,49.3094973304276,1.70089421287621e-06,49.3094973304276,1.70089421288149e-06,49.6455071542358,6.80357685155824e-06,49.4353547633387,3.40178842554745e-06,49.4353547633372,3.40178842590163e-06,49.4353547633327,3.40178842573698e-06,49.4353547633327,3.40178842579742e-06,49.3094973304215,1.7008942128079e-06,49.3094973304215,1.70089421273293e-06,49.3094973304294,1.70089421300781e-06,0.449999987934957,0.449999987933837,49.753726324059,1.36071537029948e-05,0.449999996347869,0.449999996326721,49.4910205262069,6.80357685143554e-06,0.449999996330376,0.449999996328243,49.4910205262026,6.80357685157924e-06,0.449999999440649,0.44999999943,49.3386397263206,3.40178842554724e-06,0.449999999360433,0.449999999330393,49.3386397263326,3.40178842611476e-06,0.449999999353409,0.449999999351384,49.3386397263308,3.40178842569094e-06,0.449999999355909,0.449999999354355,49.3386397263276,3.40178842575551e-06
390,49.8768631635397,1.36071537604562e-05,49.6485855775063,6.80357688397574e-06,49.3113107376751,1.70089422101925e-06,49.3113107376827,1.70089422033381e-06,49.3113107376827,1.70089422038392e-06,49.3113107376814,1.70089422022203e-06,49.3113107376813,1.70089422028099e-06,49.648585577506,6.80357688446135e-06,49.4376720635511,3.40178844104166e-06,49.4376720635508,3.40178844112648e-06,49.4376720635444,3.40178844113752e-06,49.4376720635443,3.40178844126751e-06,49.3113107376778,1.70089422028814e-06,49.3113107376779,1.70089422024375e-06,49.3113107376744,1.70089422121662e-06,49.645507156435,6.80357688000409e-06,49.3094973307146,1.70089422005436e-06,49.309497330722,1.70089422000021e-06,49.3094973307218,1.70089422002366e-06,49.3094973307205,1.70089422006972e-06,49.3094973307205,1.70089422007847e-06,49.6455071564346,6.80357688007943e-06,49.4353547640905,3.40178843994225e-06,49.4353547640899,3.40178844004622e-06,49.4353547640834,3.40178844005652e-06,49.4353547640833,3.4017884401125e-06,49.3094973307167,1.70089422000079e-06,49.3094973307169,1.70089421994865e-06,49.3094973307134,1.70089421988216e-06,0.450000012650547,0.450000012637244,49.7537263270795,1.36071537600283e-05,0.450000004366526,0.450000004361423,49.4910205272623,6.80357688001186e-06,0.450000004380502,0.450000004372681,49.4910205272578,6.80357688027107e-06,0.450000003787109,0.450000003781188,49.3386397267636,3.40178843994727e-06,0.450000003790525,0.450000003764195,49.3386397267766,3.40178844200909e-06,0.450000003743822,0.450000003737138,49.3386397267698,3.40178844015281e-06,0.450000003756337,0.450000003748471,49.3386397267667,3.40178843993908e-06
391,49.876863159451,1.36071536149321e-05,49.6485855707907,6.80357680010075e-06,49.3113107369008,1.70089420431224e-06,49.3113107368993,1.70089420141789e-06,49.3113107368993,1.70089420136938e-06,49.3113107368946,1.70089420153267e-06,49.3113107368946,1.70089420142667e-06,49.6485855707909,6.80357679982052e-06,49.4376720611791,3.40178840191678e-06,49.4376720611795,3.40178840126639e-06,49.4376720611587,3.40178840166143e-06,49.4376720611588,3.4017884015957e-06,49.3113107369008,1.70089420147075e-06,49.3113107369009,1.70089420144286e-06,49.3113107369024,1.70089420371214e-06,49.6455071500851,6.80357680756204e-06,49.3094973299886,1.70089420219748e-06,49.3094973299872,1.70089420196454e-06,49.3094973299872,1.7008942019785e-06,49.3094973299825,1.70089420190175e-06,49.3094973299825,1.70089420190051e-06,49.6455071500851,6.80357680806844e-06,49.4353547618268,3.4017884040692e-06,49.4353547618277,3.40178840340993e-06,49.4353547618068,3.40178840395866e-06,49.4353547618067,3.40178840401816e-06,49.3094973299882,1.70089420204558e-06,49.3094973299884,1.70089420201189e-06,49.3094973299911,1.70089420234471e-06,0.449999966216925,0.449999966209247,49.7537263189017,1.36071536152958e-05,0.44999998678266,0.449999986743531,49.4910205242339,6.80357680754969e-06,0.449999986739134,0.44999998673518,49.4910205242137,6.80357680763063e-06,0.449999994012614,0.449999994008893,49.338639725667,3.40178840404133e-06,0.449999993703334,0.449999993623278,49.3386397257066,3.40178840900353e-06,0.449999993930032,0.449999993923561,49.3386397256642,3.4017884039522e-06,0.449999993932736,0.449999993918595,49.3386397256613,3.40178840416047e-06
392,49.8768631595642,1.36071536203813e-05,49.648585570696,6.80357681025837e-06,49.3113107368359,1.70089420256701e-06,49.3113107368419,1.70089420253169e-06,49.3113107368418,1.70089420253313e-06,49.31131073684,1.7008942025839e-06,49.31131073684,1.70089420257351e-06,49.6485855706961,6.80357681016479e-06,49.4376720607672,3.40178840489052e-06,49.4376720607666,3.40178840533564e-06,49.4376720607659,3.40178840509622e-06,49.4376720607659,3.40178840510448e-06,49.3113107368366,1.70089420238048e-06,49.3113107368367,1.70089420234564e-06,49.311310736836,1.70089420277251e-06,49.6455071497135,6.80357681026375e-06,49.3094973299173,1.70089420257383e-06,49.3094973299231,1.70089420255785e-06,49.3094973299231,1.7008942025611e-06,49.3094973299212,1.70089420254674e-06,49.3094973299212,1.70089420253616e-06,49.6455071497137,6.80357681019786e-06,49.4353547613935,3.40178840492464e-06,49.4353547613924,3.40178840535789e-06,49.4353547613919,3.4017884050762e-06,49.4353547613919,3.40178840507789e-06,49.3094973299178,1.70089420238645e-06,49.309497329918,1.70089420238185e-06,49.3094973299177,1.70089420278028e-06,0.450000005583879,0.450000005581315,49.7537263191284,1.36071536202689e-05,0.449999995269843,0.449999995243063,49.4910205238662,6.80357681019632e-06,0.449999995285539,0.449999995285042,49.4910205238651,6.80357681015812e-06,0.449999999079273,0.449999999074625,49.3386397256156,3.40178840477529e-06,0.449999999124434,0.449999999097019,49.338639725619,3.40178840535737e-06,0.449999999090068,0.449999999089876,49.338639725623,3.4017884050636e-06,0.449999999083293,0.449999999081907,49.3386397256218,3.40178840513363e-06
