category,variable,value
algebraic,VV_junc2/X_0,0.03636363636363637
algebraic,VV_junc3/Qout2_rem,-0.0
algebraic,VV_junc2/y_raw,0.5000000000311121
algebraic,VV_junc3/Qout3_rem,0.0
algebraic,VV_junc2/y,0.5000000000311121
algebraic,VV_junc3/Qout4_rem,2.894204544131011e-15
algebraic,VV_junc2/ph,1.244484515361689e-10
algebraic,VV_junc3/beta1,0.0
algebraic,VV_junc2/FQE_alpha,0.500000000041487
algebraic,VV_junc3/beta2,0.0
algebraic,VV_junc2/H_VV_out_alpha,0.4744782805734332
algebraic,VV_junc3/beta3,0.0
algebraic,VV_junc2/H_VV_out_beta,0.4744782805494481
algebraic,VV_junc3/beta4,1.0
algebraic,VV_junc2/H_split1,0.4500038278206634
algebraic,VV_junc3/D_F,1.1e-05
algebraic,VV_junc2/H_split2,0.0
algebraic,VV_junc3/D_alpha,1.1e-05
algebraic,VV_junc2/H_daughter1,0.4500038278206634
algebraic,VV_junc3/D_beta,1.1e-05
algebraic,VV_junc2/H_daughter2,0.0
algebraic,VV_junc3/v_alpha,2.894821835968772e-15
algebraic,VV_junc2/H_from1_target,0.4500038278206634
algebraic,VV_junc3/v_beta,2.894204544131011e-15
algebraic,VV_junc2/H_from2_target,0.0
algebraic,VV_junc3/FQB_alpha,0.5000533156870611
algebraic,VV_junc2/H_from1,-1.9984184432638203e-16
algebraic,VV_junc3/B,1.3334649530530682
algebraic,VV_junc2/H_from2,0.0
algebraic,VV_junc3/A,-0.0
algebraic,PV4/w_v,1.0000000000000004
algebraic,VV_junc3/X_0,0.03636363636363637
algebraic,V3/H_L_in,0.44998862167485104
algebraic,PV4/v_pos,2.8606773512708733e-15
algebraic,PV4/v_neg,1.2703959445618516e-30
algebraic,VV_junc3/y_raw,0.5000574973095757
algebraic,V3/H_R_in,0.45
algebraic,VV_junc3/y,0.5000574973095757
algebraic,V3/q,1.5710168404025063e-14
algebraic,VV_junc3/ph,0.00022998923931672325
algebraic,V3/H_mean,0.4500000033210749
algebraic,VV_junc3/FQE_alpha,0.500076670646951
algebraic,V3/hem_dep_u_rel,4.651557931588181
algebraic,VV_junc3/H_VV_out_alpha,0.47450432633655454
algebraic,V3/mu,0.004651557931588181
algebraic,VV_junc3/H_VV_out_beta,0.4744600002882592
algebraic,V3/R,3790430401999728.0
algebraic,VV_junc3/H_split1,0.450003827047044
algebraic,V3/u,6609.188701221073
algebraic,VV_junc3/H_split2,0.0
algebraic,PV3/v_d,2.2828925132733182e-15
algebraic,V3/u_mmHg,49.57312897512093
algebraic,VV_junc3/H_daughter1,0.450003827047044
algebraic,PV3/w_v_d,1.0000000000000004
algebraic,PV3/v_d_mm3_s,2.282892513273318e-06
algebraic,V3/v,2.5719246067491395e-15
algebraic,VV_junc3/H_daughter2,0.0
algebraic,PV3/H_up,0.4616498943276744
algebraic,PV3/v_d_pos,2.2828925132733194e-15
algebraic,PV3/v_d_neg,1.0138079323921715e-30
algebraic,PV3/H_L_out,0.4616498943276744
algebraic,V3/w_v,1.0000000000000004
algebraic,V3/v_mm3_s,2.5719246067491392e-06
algebraic,VV_junc3/H_from1_target,0.450003827047044
algebraic,PV3/s_v_d,0.9999999999999994
algebraic,PV3/H_R_out,0.4497385713914187
algebraic,VV_junc2/H_split3,0.4744782805734332
algebraic,V3/H_up,0.44998862167485104
algebraic,V3/H_L_out,0.44998862167485104
algebraic,V3/v_pos,2.5719246067491406e-15
algebraic,V3/v_neg,1.1421639664051584e-30
algebraic,VV_junc3/H_from2_target,0.0
algebraic,PV3/H_down_target,0.44883990239223426
algebraic,PV3/H_volume_L,0.4616498943276744
algebraic,VV_junc2/H_daughter3,0.4744782805734332
algebraic,V3/s_v,0.9999999999999996
algebraic,V3/H_R_out,0.44999874157007946
algebraic,VV_junc3/H_from1,-1.99841843982826e-16
algebraic,PV3/H_volume_R,0.4497385713914187
algebraic,VV_junc2/H_from3_target,0.4744782805734332
algebraic,V3/H_down_target,0.4500011414856973
algebraic,V3/H_volume_L,0.44998862167485104
algebraic,VV_junc3/H_from2,0.0
algebraic,VV_junc2/H_from3,0.47447828057343344
algebraic,V3/H_volume_R,0.44999874157007946
algebraic,PV6/w_v,1.0000000000000004
algebraic,V4/H_L_in,0.4499886216748402
algebraic,V5/H_L_in,0.4499886239845553
algebraic,PV6/v_pos,2.894204544131011e-15
algebraic,PV6/v_neg,1.2852850091476008e-30
algebraic,V4/H_R_in,0.45
algebraic,V5/H_R_in,0.45
algebraic,V4/q,1.5710168404025063e-14
algebraic,V5/q,1.57101684040439e-14
algebraic,V4/H_mean,0.4500000033210749
algebraic,V5/H_mean,0.4500000033392141
algebraic,V4/hem_dep_u_rel,4.651557931588181
algebraic,V5/hem_dep_u_rel,4.651557931860568
algebraic,V4/mu,0.004651557931588181
algebraic,V5/mu,0.004651557931860568
algebraic,V4/R,3790430401999728.0
algebraic,V5/R,3790430402221688.5
algebraic,V4/u,6609.188701221073
algebraic,V5/u,6609.188756547663
algebraic,PV4/v_d,2.28289251360407e-15
algebraic,V4/u_mmHg,49.57312897512093
algebraic,PV5/v_d,2.2487538930939675e-15
algebraic,V5/u_mmHg,49.57312939010563
algebraic,PV4/w_v_d,1.0000000000000004
algebraic,PV4/v_d_mm3_s,2.2828925136040696e-06
algebraic,V4/v,2.5719246067491395e-15
algebraic,PV5/w_v_d,1.0000000000000004
algebraic,PV5/v_d_mm3_s,2.248753893093967e-06
algebraic,V5/v,2.5719392029857765e-15
algebraic,PV4/H_up,0.46164989432758646
algebraic,PV4/H_L_out,0.46164989432758646
algebraic,PV4/v_d_pos,2.282892513604071e-15
algebraic,PV4/v_d_neg,1.0138079325390547e-30
algebraic,V4/w_v,1.0000000000000004
algebraic,V4/v_mm3_s,2.5719246067491392e-06
algebraic,PV5/H_up,0.46165405002189513
algebraic,PV5/v_d_pos,2.2487538930939687e-15
algebraic,PV5/v_d_neg,9.986473395313522e-31
algebraic,PV5/H_L_out,0.46165405002189513
algebraic,V5/w_v,1.0000000000000004
algebraic,V5/v_mm3_s,2.5719392029857765e-06
algebraic,VV_junc2/H_split4,0.4744782805494481
algebraic,PV4/s_v_d,0.9999999999999994
algebraic,PV4/H_R_out,0.449738571391391
algebraic,V4/H_up,0.4499886216748402
algebraic,V4/H_L_out,0.4499886216748402
algebraic,V4/v_pos,2.5719246067491406e-15
algebraic,V4/v_neg,1.1421639664051584e-30
algebraic,PV5/s_v_d,0.9999999999999994
algebraic,PV5/H_R_out,0.44973848705000746
algebraic,VV_junc3/H_split3,0.47450432633655454
algebraic,V5/H_up,0.4499886239845553
algebraic,V5/H_L_out,0.4499886239845553
algebraic,V5/v_pos,2.5719392029857777e-15
algebraic,V5/v_neg,1.1421704484363533e-30
algebraic,VV_junc2/H_daughter4,0.4744782805494481
algebraic,PV4/H_down_target,0.4488399023922012
algebraic,PV4/H_volume_L,0.46164989432758646
algebraic,V4/s_v,0.9999999999999996
algebraic,V4/H_R_out,0.44999874157007974
algebraic,PV5/H_down_target,0.44883941583016884
algebraic,PV5/H_volume_L,0.46165405002189513
algebraic,VV_junc3/H_daughter3,0.47450432633655454
algebraic,V5/s_v,0.9999999999999996
algebraic,V5/H_R_out,0.4499987412086233
algebraic,VV_junc2/H_from4_target,0.4744782805494481
algebraic,PV4/H_volume_R,0.449738571391391
algebraic,V4/H_down_target,0.4500011414856984
algebraic,V4/H_volume_L,0.4499886216748402
algebraic,PV5/H_volume_R,0.44973848705000746
algebraic,VV_junc3/H_from3_target,0.47450432633655454
algebraic,V5/H_down_target,0.45000114127467994
algebraic,V5/H_volume_L,0.4499886239845553
algebraic,VV_junc2/H_from4,0.4744782805494483
algebraic,V4/H_volume_R,0.44999874157007974
algebraic,VV_junc3/H_from3,0.47450432633655476
algebraic,V5/H_volume_R,0.4499987412086233
algebraic,VV_junc2/RBC_in,2.3144972203113387e-15
algebraic,V6/H_L_in,0.4499886068011827
algebraic,VV_junc2/RBC_out,2.7146585419007545e-15
algebraic,V6/H_R_in,0.45
algebraic,V6/q,1.57101684040439e-14
algebraic,V6/H_mean,0.45000000333750617
algebraic,V6/hem_dep_u_rel,4.6515579318349225
algebraic,V6/mu,0.004651557931834922
algebraic,V6/R,3790430402200791.0
algebraic,V6/u,6609.188756545233
algebraic,PV6/v_d,2.2493712585760133e-15
algebraic,V6/u_mmHg,49.57312939008741
algebraic,PV6/w_v_d,1.0000000000000004
algebraic,PV6/v_d_mm3_s,2.249371258576013e-06
algebraic,V6/v,2.571939202359063e-15
algebraic,PV6/H_up,0.4616484826165441
algebraic,PV6/H_L_out,0.4616484826165441
algebraic,PV6/v_d_pos,2.2493712585760144e-15
algebraic,PV6/v_d_neg,9.989215048804626e-31
algebraic,V6/w_v,1.0000000000000004
algebraic,V6/v_mm3_s,2.571939202359063e-06
algebraic,VV_junc3/H_split4,0.4744600002882592
algebraic,PV6/s_v_d,0.9999999999999994
algebraic,PV6/H_R_out,0.4497385592079264
algebraic,V6/H_up,0.4499886068011827
algebraic,V6/H_L_out,0.4499886068011827
algebraic,V6/v_pos,2.5719392023590644e-15
algebraic,V6/v_neg,1.1421704481580367e-30
algebraic,VV_junc3/H_daughter4,0.4744600002882592
algebraic,PV6/H_down_target,0.44883996949003774
algebraic,PV6/H_volume_L,0.4616484826165441
algebraic,V6/s_v,0.9999999999999996
algebraic,V6/H_R_out,0.4499987420357697
algebraic,VV_junc3/H_from4_target,0.4744600002882592
algebraic,PV6/H_volume_R,0.4497385592079264
algebraic,V6/H_down_target,0.4500011429911385
algebraic,V6/H_volume_L,0.4499886068011827
algebraic,VV_junc3/H_from4,0.4744600002882594
algebraic,V6/H_volume_R,0.4499987420357697
algebraic,VV_junc3/RBC_in,2.314491093043233e-15
algebraic,VV_junc3/RBC_out,2.7467897739833916e-15
